Logging to: artifacts\runs\20260331_121025_prompt_engineering_sections.log
Recreate command: uv run python -m llm_metadata.prompt_eval --mode sections --manifest data/manifests/dev_subset_data_paper.csv --parallelism 8 --model gpt-5-mini --gt data/dataset_092624_validated.xlsx --name prompt_engineering_sections
2026-03-31 12:10:25 | INFO     | __main__:run_eval:118 | Starting prompt_eval mode=sections manifest_path=data/manifests/dev_subset_data_paper.csv parallelism=8 model=gpt-5-mini skip_cache=False
2026-03-31 12:10:25 | INFO     | __main__:run_eval:127 | Loaded manifest records=30
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:354 | Starting manifest extraction mode=sections records=30 parallelism=8 model=gpt-5-mini prompt_module=prompts.section skip_cache=False
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [1/30] Queueing gt_record_id=5 record_id=10.1093/jhered/esx103 title=Data from: Paternity analysis of wood turtles (Glyptemys insculpta) reveals complex mating patterns
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [2/30] Queueing gt_record_id=9 record_id=10.1371/journal.pone.0128238 title=Data from: Resampling method for applying density-dependent habitat selection theory to wildlife surveys
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [3/30] Queueing gt_record_id=11 record_id=10.1371/journal.pone.0073695 title=Data from: Impacts of human disturbance on large prey species: do behavioral reactions translate to fitness consequences?
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [4/30] Queueing gt_record_id=12 record_id=10.1002/ece3.4685 title=Data from: Natal habitat preference induction in large mammals – Like mother, like child?
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [5/30] Queueing gt_record_id=19 record_id=10.1093/jhered/esw073 title=Data from: The genetic signature of range expansion in a disease vector - the black-legged tick
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [6/30] Queueing gt_record_id=24 record_id=10.1002/ece3.3906 title=Data from: Influence of northern limit range on genetic diversity and structure in a widespread North American tree, sugar maple (Acer saccharum Marshall)
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [7/30] Queueing gt_record_id=27 record_id=10.1111/ddi.12496 title=Data from: Patchy distribution and low effective population size raise concern for an at-risk top predator
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [8/30] Queueing gt_record_id=29 record_id=10.1002/ece3.1476 title=Data from: Ecological gradients driving the distribution of four Ericaceae in boreal Quebec, Canada
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [9/30] Queueing gt_record_id=30 record_id=10.1186/s40462-016-0079-4 title=Data from: Caribou, water, and ice – fine-scale movements of a migratory arctic ungulate in the context of climate change
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [10/30] Queueing gt_record_id=31 record_id=10.1111/eva.12028 title=Data from: Reduced fitness of Atlantic salmon released in the wild after one generation of captive-breeding
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [11/30] Queueing gt_record_id=37 record_id=10.1002/ece3.1029 title=Data from: Fitness dynamics within a poplar hybrid zone: I. Prezygotic and postzygotic barriers impacting a native poplar hybrid stand.
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [12/30] Queueing gt_record_id=38 record_id=10.1371/journal.pone.0204445 title=Data from: Temporal dynamics in animal community assembly during post-logging succession in boreal forest
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [13/30] Queueing gt_record_id=39 record_id=10.1098/rspb.2014.0649 title=Data from: Severe recent decrease of adult body mass in a declining insectivorous bird population
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [14/30] Queueing gt_record_id=56 record_id=10.1111/eva.12315 title=Data from: Multidimensional environmental influences on timing of breeding in a tree swallow population facing climate change
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [15/30] Queueing gt_record_id=71 record_id=10.1111/1365-2664.12675 title=Data from: Threshold dynamics in plant succession after tree planting in agricultural riparian zones
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [16/30] Queueing gt_record_id=89 record_id=10.1890/12-2118.1 title=Data from: Logging-induced changes in habitat network connectivity shape behavioral interactions in the wolf-caribou-moose system
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [17/30] Queueing gt_record_id=91 record_id=10.1002/ece3.1266 title=Data from: Genetic connectivity among swarming sites in the wide ranging and recently declining little brown bat (Myotis lucifugus)
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [18/30] Queueing gt_record_id=101 record_id=10.1371/journal.pone.0077514 title=Data from: Disentangling woodland caribou movements in response to clearcuts and roads across temporal scales
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [19/30] Queueing gt_record_id=104 record_id=10.1038/s41598-018-34822-9 title=Data from: Compensatory conservation measures for an endangered caribou population under climate change
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [20/30] Queueing gt_record_id=123 record_id=10.1098/rspb.2014.0502 title=Data from: Temporally dynamic habitat suitability predicts genetic relatedness among caribou
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [21/30] Queueing gt_record_id=175 record_id=10.5558/tfc76653-4 title=Ã‰valuation de la coupe avec protection de la rÃ©gÃ©nÃ©ration et des sols comme mÃ©thode de rÃ©gÃ©nÃ©ration de peuplements mÃ©langÃ©s du domaine bioclimatique de la sapiniÃ¨re Ã  bouleau jaune de l'est du QuÃ©bec, Canada
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [22/30] Queueing gt_record_id=201 record_id=10.1086/671900 title=Comparative Physiology and Relative Swimming Performance of Three Redhorse (Moxostoma spp.) Species: Associations with Fishway Passage Success*
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [23/30] Queueing gt_record_id=208 record_id=10.3389/fmars.2021.637546 title=Determining the Ecological Status of Benthic Coastal Communities: A Case in an Anthropized Sub-Arctic Area
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [24/30] Queueing gt_record_id=225 record_id=10.1371/journal.pone.0109261 title=Effects of Habitat-Forming Species Richness, Evenness, Identity, and Abundance on Benthic Intertidal Community Establishment and Productivity
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [25/30] Queueing gt_record_id=253 record_id=10.1111/eva.13248 title=Genomic data support management of anadromous Arctic Char fisheries in Nunavik by highlighting neutral and putatively adaptive genetic variation
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [26/30] Queueing gt_record_id=258 record_id=10.1111/ecog.00997 title=Host phenology, geographic range size and regional occurrence explain interspecific variation in damselflyâ€“water mite associations
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [27/30] Queueing gt_record_id=271 record_id=10.1603/0013-8746%282006%2999%5b536%3aiopmiq%5d2.0.co%3b2 title=Inventory of Predacious Mites in Quebec Commercial Apple Orchards Where Integrated Pest Management Programs Are Implemented
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [28/30] Queueing gt_record_id=315 record_id=10.1603/en10045 title=Selected Beetle Assemblages Captured in Pitfall Traps Baited with Deer Dung or Meat in Balsam Fir and Sugar Maple Forests of Central Quebec
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [29/30] Queueing gt_record_id=343 record_id=10.3390/ijgi7090335 title=Towards Modelling Future Trends of Quebec's Boreal Birds' Species Distribution under Climate Change
2026-03-31 12:10:25 | INFO     | llm_metadata.extraction:run_manifest_extraction:417 | [30/30] Queueing gt_record_id=351 record_id=10.1603/0013-8746%282005%29098%5b0565%3awccdaa%5d2.0.co%3b2 title=Weevil (Coleoptera: Curculionoidea) Diversity and Abundance in Two Quebec Vineyards
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=12 relevant_sections=2 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=27 relevant_sections=1 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=29 relevant_sections=7 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=9 relevant_sections=2 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=5 relevant_sections=2 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=24 relevant_sections=2 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=11 relevant_sections=3 include_abstract=True
2026-03-31 12:10:26 | DEBUG    | llm_metadata.extraction:_run_sections_mode:295 | Collected sections gt_record_id=19 relevant_sections=2 include_abstract=True
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=2676 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=9609 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=5777 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=17464 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=3837 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=9559 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=2602 cache=miss
2026-03-31 12:10:26 | INFO     | llm_metadata.gpt_extract:extract_from_text:139 | Starting text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction chars=5600 cache=miss
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
2026-03-31 12:10:26 | DEBUG    | llm_metadata.gpt_extract:_response_parse:121 | Calling OpenAI Responses API for text extraction model=gpt-5-mini schema=DatasetFeaturesExtraction
